,Close,Date,Name,SMA_12,SMA_26,MACD,Close Percentage Change,diff,log_Close,log_Close_diff,Logged Close Percentage Change
25,11.550000190734863,2009-02-06,LXRX,9.12916668256124,9.490384652064396,-0.36121796950315677,0.0784313865168973,0.8400001525878906,2.4466854534816433,0.0755075654601769,0.03184390586704611
26,11.899999618530272,2009-02-09,LXRX,9.356666644414267,9.55500001173753,-0.19833336732326323,0.030302980261088575,0.3499994277954084,2.4765383680612034,0.029852914579560075,0.012201370035972214
27,10.779999732971191,2009-02-10,LXRX,9.671666622161865,9.619615408090445,0.05205121407142066,-0.09411764045900095,-1.1199998855590803,2.3776925407100893,-0.09884582735111413,-0.03991289964487699
28,10.149999618530272,2009-02-11,LXRX,9.840833266576132,9.625000036679781,0.2158332298963508,-0.05844157050524146,-0.6300001144409197,2.3174736679045713,-0.060218872805517965,-0.025326602062491155
29,10.43000030517578,2009-02-12,LXRX,9.96916659673055,9.590000005868765,0.37916659086178583,0.027586275583136644,0.2800006866455078,2.3446862982721033,0.027212630367531965,0.011742368745935927
30,9.520000457763672,2009-02-13,LXRX,10.085833231608072,9.587307709913988,0.49852552169408426,-0.08724830496510427,-0.9099998474121076,2.2533948968876922,-0.09129140138441105,-0.03893544371018309
31,8.75,2009-02-16,LXRX,10.085833231608072,9.511923093062181,0.5739101385458909,-0.08088239713641265,-0.7700004577636719,2.169053700369523,-0.08434119651816907,-0.0374285024940183
32,8.75,2009-02-17,LXRX,10.138333241144815,9.503846168518066,0.6344870726267491,0.0,0.0,2.169053700369523,0.0,0.0
33,8.119999885559082,2009-02-18,LXRX,10.120833237965902,9.476923062251164,0.6439101757147387,-0.07200001307896209,-0.630000114440918,2.0943301400798773,-0.07472356028964589,-0.034449843393418944
34,7.699999809265137,2009-02-19,LXRX,9.992499907811483,9.41230766589825,0.5801922419132328,-0.0517241480558257,-0.4200000762939453,2.0412203040888763,-0.05310983599100094,-0.025358865335803893
35,7.699999809265137,2009-02-20,LXRX,9.78249994913737,9.371923043177677,0.410576905959692,0.0,0.0,2.0412203040888763,0.0,0.0
36,7.909999847412109,2009-02-23,LXRX,9.630833268165588,9.323461514252882,0.3073717539127063,0.02727273290244603,0.21000003814697266,2.0681277624890577,0.026907458400181383,0.01318204524336819
